loc,lOBlank,e,total_Op,i,v,branchCount,n,d,v(g),total_Opnd,lOCode,uniq_Op,uniq_Opnd,defects
23.0,4,6863.63,45.0,17.52,346.79,11.0,70.0,19.79,6.0,25.0,17,19.0,12.0,True
4.0,0,12.0,3.0,5.33,8.0,1.0,4.0,1.5,1.0,1.0,2,3.0,1.0,True
38.0,8,31758.83,124.0,39.75,1123.58,15.0,191.0,28.27,8.0,67.0,26,27.0,32.0,True
113.0,18,116258.98,330.0,104.99,3493.67,29.0,527.0,33.28,15.0,197.0,88,25.0,74.0,True
8.0,2,409.16,15.0,27.6,106.27,1.0,26.0,3.85,1.0,11.0,4,7.0,10.0,True
38.0,10,18609.99,102.0,43.01,894.71,11.0,167.0,20.8,6.0,65.0,26,16.0,25.0,True
47.0,5,48144.92,137.0,35.3,1303.73,25.0,231.0,36.93,13.0,94.0,40,22.0,28.0,True
8.0,2,304.72,12.0,12.19,60.94,1.0,17.0,5.0,1.0,5.0,4,8.0,4.0,True
4.0,0,17.41,3.0,7.74,11.61,1.0,5.0,1.5,1.0,2.0,2,3.0,2.0,True
15.0,3,1981.69,25.0,21.1,204.46,5.0,43.0,9.69,3.0,18.0,10,14.0,13.0,True
38.0,17,4615.62,36.0,20.51,307.71,7.0,61.0,15.0,5.0,25.0,19,18.0,15.0,True
48.0,6,26321.9,107.0,36.31,977.67,21.0,177.0,26.92,12.0,70.0,38,20.0,26.0,True
70.0,11,68641.45,175.0,40.24,1662.02,29.0,293.0,41.3,15.0,118.0,52,21.0,30.0,True
23.0,5,14439.1,78.0,27.78,633.29,9.0,116.0,22.8,5.0,38.0,16,24.0,20.0,True
27.0,3,14002.37,72.0,34.45,694.56,15.0,128.0,20.16,8.0,56.0,22,18.0,25.0,True
10.0,3,444.89,15.0,24.31,104.0,1.0,26.0,4.28,1.0,11.0,5,7.0,9.0,True
13.0,0,1594.5,27.0,28.62,213.62,1.0,46.0,7.46,1.0,19.0,9,11.0,14.0,True
23.0,1,8017.24,66.0,37.05,545.0,15.0,109.0,14.71,8.0,43.0,19,13.0,19.0,True
11.0,1,1605.84,22.0,16.8,164.23,7.0,38.0,9.78,4.0,16.0,8,11.0,9.0,True
9.0,1,1425.51,25.0,23.87,184.48,3.0,42.0,7.73,2.0,17.0,6,10.0,11.0,True
11.0,2,1408.1,24.0,29.01,202.12,5.0,43.0,6.97,3.0,19.0,7,11.0,15.0,True
49.0,9,19385.15,110.0,61.1,1088.29,15.0,185.0,17.81,8.0,75.0,35,19.0,40.0,True
53.0,8,94805.86,226.0,48.29,2139.72,21.0,354.0,44.31,11.0,128.0,43,27.0,39.0,True
21.0,6,8794.04,51.0,19.94,418.76,9.0,81.0,21.0,5.0,30.0,13,21.0,15.0,True
16.0,3,3829.05,52.0,48.29,430.0,7.0,86.0,8.9,4.0,34.0,11,11.0,21.0,True
22.0,5,16984.95,81.0,27.18,679.4,9.0,123.0,25.0,5.0,42.0,15,25.0,21.0,True
24.0,3,18012.97,85.0,29.12,724.3,9.0,129.0,24.87,5.0,44.0,19,26.0,23.0,True
27.0,3,13013.89,75.0,37.35,697.17,11.0,131.0,18.67,6.0,56.0,22,16.0,24.0,True
27.0,5,8714.36,61.0,19.15,408.49,9.0,93.0,21.33,5.0,32.0,20,12.0,9.0,True
39.0,8,43599.82,130.0,34.9,1233.59,17.0,208.0,35.34,9.0,78.0,29,29.0,32.0,True
16.0,2,1930.48,30.0,39.4,275.78,5.0,58.0,7.0,3.0,28.0,12,9.0,18.0,True
19.0,4,5231.08,52.0,34.7,426.06,7.0,86.0,12.28,4.0,34.0,13,13.0,18.0,True
66.0,18,40253.51,148.0,64.25,1608.25,31.0,259.0,25.03,16.0,111.0,45,23.0,51.0,True
12.0,1,586.15,13.0,11.31,81.41,3.0,22.0,7.2,2.0,9.0,9,8.0,5.0,True
19.0,3,6002.83,50.0,29.91,423.73,9.0,84.0,14.17,5.0,34.0,14,15.0,18.0,True
9.0,2,2917.3,32.0,16.01,216.1,5.0,50.0,13.5,3.0,18.0,5,12.0,8.0,True
29.0,5,3462.31,42.0,34.99,348.06,7.0,69.0,9.95,4.0,27.0,22,14.0,19.0,True
286.0,35,80852.59,310.0,107.5,2948.19,53.0,481.0,27.42,27.0,171.0,198,17.0,53.0,True
26.0,1,3595.9,46.0,29.72,326.9,5.0,68.0,11.0,3.0,22.0,21,14.0,14.0,True
64.0,2,17326.76,118.0,52.58,954.44,21.0,177.0,18.15,11.0,59.0,58,16.0,26.0,True
47.0,5,5473.17,59.0,35.74,442.28,7.0,92.0,12.38,4.0,33.0,38,12.0,16.0,True
107.0,19,22125.51,111.0,55.59,1109.05,17.0,187.0,19.95,9.0,76.0,71,21.0,40.0,True
107.0,20,20664.58,105.0,53.5,1051.43,17.0,178.0,19.65,9.0,73.0,70,21.0,39.0,True
74.0,11,10515.73,75.0,50.35,727.65,9.0,131.0,14.45,5.0,56.0,46,16.0,31.0,True
37.0,5,3694.35,48.0,32.84,348.29,7.0,75.0,10.61,4.0,27.0,27,11.0,14.0,True
79.0,12,12478.8,103.0,63.37,889.29,13.0,161.0,14.03,7.0,58.0,59,15.0,31.0,True
134.0,28,54519.67,185.0,59.7,1804.12,29.0,303.0,30.22,15.0,118.0,90,21.0,41.0,True
55.0,7,14440.71,84.0,55.37,894.16,7.0,152.0,16.14,4.0,68.0,37,19.0,40.0,True
22.0,1,3356.19,37.0,23.31,279.68,5.0,61.0,12.0,3.0,24.0,15,12.0,12.0,True
22.0,1,5273.72,46.0,20.09,325.54,5.0,73.0,16.2,3.0,27.0,16,12.0,10.0,True
8.0,1,182.48,9.0,7.3,36.5,5.0,13.0,5.0,3.0,4.0,5,5.0,2.0,True
151.0,24,107551.84,273.0,72.43,2790.97,34.0,439.0,38.54,18.0,166.0,120,26.0,56.0,True
2.0,0,4.75,2.0,4.75,4.75,1.0,3.0,1.0,1.0,1.0,0,2.0,1.0,True
2.0,0,23.22,4.0,5.8,11.61,1.0,5.0,2.0,1.0,1.0,0,4.0,1.0,True
70.0,4,59984.29,186.0,53.74,1795.45,31.0,291.0,33.41,13.0,105.0,56,28.0,44.0,True
4.0,0,49.13,5.0,7.86,19.65,1.0,7.0,2.5,1.0,2.0,0,5.0,2.0,True
2.0,0,38.77,5.0,6.2,15.51,1.0,6.0,2.5,1.0,1.0,0,5.0,1.0,True
27.0,4,694.29,19.0,34.29,154.29,1.0,37.0,4.5,1.0,18.0,9,6.0,12.0,True
57.0,11,4461.99,69.0,103.45,679.4,1.0,123.0,6.57,1.0,54.0,42,9.0,37.0,True
4.0,0,12.0,3.0,5.33,8.0,1.0,4.0,1.5,1.0,1.0,2,3.0,1.0,True
7.0,0,90.0,11.0,22.5,45.0,1.0,15.0,2.0,1.0,4.0,5,4.0,4.0,True
7.0,1,94.75,6.0,6.74,25.27,1.0,9.0,3.75,1.0,3.0,4,5.0,2.0,True
16.0,1,852.58,23.0,16.45,118.41,3.0,32.0,7.2,2.0,9.0,13,8.0,5.0,True
11.0,1,109.62,7.0,12.18,36.54,1.0,11.0,3.0,1.0,4.0,6,6.0,4.0,True
8.0,0,424.63,11.0,9.32,62.91,3.0,17.0,6.75,2.0,6.0,6,9.0,4.0,True
62.0,5,126141.8,282.0,71.91,3011.84,36.0,445.0,41.88,14.0,163.0,50,37.0,72.0,True
39.0,2,5682.93,57.0,31.49,423.05,7.0,88.0,13.43,4.0,31.0,34,13.0,15.0,True
165.0,23,95460.74,240.0,50.99,2206.2,25.0,365.0,43.27,13.0,125.0,112,27.0,39.0,True
45.0,7,4914.15,53.0,33.08,403.21,5.0,83.0,12.19,3.0,30.0,25,13.0,16.0,True
3.0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1,1.0,0.0,True
21.0,0,1797.96,43.0,43.51,279.68,3.0,61.0,6.43,2.0,18.0,15,10.0,14.0,True
23.0,0,1857.56,41.0,59.23,331.71,1.0,69.0,5.6,1.0,28.0,13,8.0,20.0,True
12.0,0,377.68,13.0,25.48,98.1,1.0,24.0,3.85,1.0,11.0,6,7.0,10.0,True
44.0,3,9110.4,76.0,46.48,650.74,13.0,124.0,14.0,7.0,48.0,35,14.0,24.0,True
17.0,1,1049.14,22.0,17.63,136.0,7.0,34.0,7.71,4.0,12.0,14,9.0,7.0,True
40.0,3,6458.35,57.0,34.3,470.65,9.0,95.0,13.72,5.0,38.0,35,13.0,18.0,True
179.0,22,51144.16,208.0,98.25,2241.61,25.0,361.0,22.82,13.0,153.0,131,17.0,57.0,True
92.0,2,17957.52,121.0,78.07,1184.01,15.0,212.0,15.17,8.0,91.0,75,12.0,36.0,True
14.0,1,325.25,14.0,36.14,108.42,1.0,26.0,3.0,1.0,12.0,4,6.0,12.0,True
92.0,4,17214.99,116.0,73.03,1121.28,15.0,203.0,15.35,8.0,87.0,75,12.0,34.0,True
64.0,5,8053.51,77.0,68.76,744.14,7.0,138.0,10.82,4.0,61.0,45,11.0,31.0,True
184.0,18,98179.22,257.0,86.96,2922.0,31.0,437.0,33.6,16.0,180.0,137,28.0,75.0,True
17.0,0,1031.42,21.0,15.15,125.02,7.0,32.0,8.25,4.0,11.0,15,9.0,6.0,True
38.0,2,5989.62,57.0,35.44,460.74,9.0,93.0,13.0,5.0,36.0,34,13.0,18.0,True
6.0,1,39.3,4.0,9.83,19.65,1.0,7.0,2.0,1.0,3.0,3,4.0,3.0,True
41.0,3,4409.92,56.0,40.21,421.11,7.0,85.0,10.47,4.0,29.0,35,13.0,18.0,True
13.0,1,12.19,1.0,21.67,16.25,1.0,7.0,0.75,1.0,6.0,8,1.0,4.0,True
20.0,3,1076.02,23.0,20.12,147.15,7.0,36.0,7.31,4.0,13.0,14,9.0,8.0,True
50.0,3,10325.25,78.0,37.93,625.77,9.0,122.0,16.5,5.0,44.0,43,15.0,20.0,True
17.0,1,1098.08,30.0,43.92,219.62,1.0,50.0,5.0,1.0,20.0,9,7.0,14.0,True
41.0,9,9619.48,59.0,26.93,508.97,11.0,95.0,18.9,6.0,36.0,29,21.0,20.0,True
29.0,2,3472.18,33.0,22.36,278.63,7.0,60.0,12.46,4.0,27.0,22,12.0,13.0,True
125.0,16,30162.15,156.0,96.33,1704.57,15.0,272.0,17.69,8.0,116.0,88,18.0,59.0,True
42.0,2,8820.26,71.0,36.84,570.02,9.0,113.0,15.47,5.0,42.0,38,14.0,19.0,True
17.0,0,1031.42,21.0,15.15,125.02,7.0,32.0,8.25,4.0,11.0,15,9.0,6.0,True
14.0,1,1518.63,27.0,19.01,169.92,5.0,40.0,8.94,3.0,13.0,10,11.0,8.0,True
9.0,2,31.02,4.0,7.75,15.51,1.0,6.0,2.0,1.0,2.0,5,4.0,2.0,True
3.0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1,1.0,0.0,True
11.0,0,379.46,15.0,30.98,108.42,3.0,26.0,3.5,2.0,11.0,9,7.0,11.0,True
35.0,3,6991.99,63.0,42.79,546.99,5.0,105.0,12.78,3.0,42.0,26,14.0,23.0,True
7.0,0,183.06,8.0,6.64,34.87,3.0,11.0,5.25,2.0,3.0,5,7.0,2.0,True
34.0,2,9196.23,59.0,26.16,490.47,9.0,99.0,18.75,5.0,40.0,27,15.0,16.0,True
24.0,3,4564.69,31.0,14.98,261.51,7.0,55.0,17.45,4.0,24.0,19,16.0,11.0,True
35.0,3,5974.42,50.0,31.3,432.43,7.0,85.0,13.82,4.0,35.0,28,15.0,19.0,True
48.0,3,14339.44,86.0,33.47,692.73,7.0,132.0,20.7,4.0,46.0,41,18.0,20.0,True
61.0,9,10906.35,113.0,81.45,942.52,13.0,167.0,11.57,7.0,54.0,47,15.0,35.0,True
20.0,0,273.43,10.0,46.36,112.59,1.0,27.0,2.43,1.0,17.0,15,4.0,14.0,True
10.0,0,138.77,7.0,22.2,55.51,1.0,15.0,2.5,1.0,8.0,7,5.0,8.0,True
38.0,3,5971.91,64.0,36.26,465.34,8.0,99.0,12.83,5.0,35.0,33,11.0,15.0,True
4.0,0,12.0,3.0,5.33,8.0,1.0,4.0,1.5,1.0,1.0,2,3.0,1.0,True
15.0,1,1015.79,22.0,18.41,136.74,3.0,35.0,7.43,2.0,13.0,9,8.0,7.0,True
6.0,0,119.59,8.0,13.29,39.86,1.0,12.0,3.0,1.0,4.0,3,6.0,4.0,True
6.0,1,60.0,5.0,9.6,24.0,1.0,8.0,2.5,1.0,3.0,3,5.0,3.0,True
50.0,5,16084.69,88.0,40.21,804.23,11.0,144.0,20.0,6.0,56.0,41,20.0,28.0,True
17.0,2,1062.75,27.0,31.39,182.66,1.0,43.0,5.82,1.0,16.0,11,8.0,11.0,True
20.0,1,1619.78,30.0,30.33,221.65,3.0,49.0,7.31,2.0,19.0,13,10.0,13.0,True
8.0,0,355.35,13.0,16.32,76.15,1.0,20.0,4.67,1.0,7.0,6,8.0,6.0,True
20.0,0,1423.11,38.0,39.53,237.19,9.0,54.0,6.0,5.0,16.0,18,9.0,12.0,True
36.0,2,4843.41,44.0,26.84,360.55,13.0,75.0,13.43,7.0,31.0,32,13.0,15.0,True
27.0,3,3942.93,60.0,73.32,537.67,1.0,104.0,7.33,1.0,44.0,20,9.0,27.0,True
13.0,3,933.33,18.0,13.44,112.0,5.0,28.0,8.33,3.0,10.0,8,10.0,6.0,True
13.0,3,933.33,18.0,13.44,112.0,5.0,28.0,8.33,3.0,10.0,8,10.0,6.0,True
13.0,3,933.33,18.0,13.44,112.0,5.0,28.0,8.33,3.0,10.0,8,10.0,6.0,True
78.0,1,19613.39,200.0,165.42,1801.23,10.0,298.0,10.89,6.0,98.0,71,12.0,54.0,True
84.0,1,23269.16,207.0,154.03,1893.2,12.0,311.0,12.29,7.0,104.0,78,13.0,55.0,True
99.0,6,49456.13,177.0,51.86,1601.44,15.0,277.0,30.88,8.0,100.0,85,21.0,34.0,True
25.0,3,1462.35,28.0,24.99,191.16,5.0,45.0,7.65,3.0,17.0,18,9.0,10.0,True
97.0,5,48369.03,164.0,53.32,1605.96,27.0,273.0,30.12,14.0,109.0,88,21.0,38.0,True
95.0,10,41638.64,156.0,54.5,1506.41,31.0,254.0,27.64,16.0,98.0,82,22.0,39.0,True
132.0,9,58255.33,197.0,70.65,2028.79,26.0,331.0,28.71,14.0,134.0,110,21.0,49.0,True
61.0,2,22882.74,136.0,63.49,1205.35,7.0,217.0,18.98,4.0,81.0,55,15.0,32.0,True
8.0,1,150.57,8.0,16.73,50.19,1.0,14.0,3.0,1.0,6.0,4,6.0,6.0,True
55.0,0,6102.99,74.0,60.03,605.26,8.0,118.0,10.08,5.0,44.0,48,11.0,24.0,True
57.0,1,20116.66,124.0,58.78,1087.39,7.0,198.0,18.5,4.0,74.0,52,15.0,30.0,True
51.0,2,14362.87,93.0,35.44,713.45,25.0,138.0,20.13,13.0,45.0,44,17.0,19.0,True
93.0,16,32835.61,144.0,68.37,1498.32,13.0,247.0,21.91,7.0,103.0,69,20.0,47.0,True
29.0,0,2425.5,64.0,101.02,495.0,1.0,99.0,4.9,1.0,35.0,24,7.0,25.0,True
112.0,12,66290.05,194.0,59.66,1988.7,31.0,334.0,33.33,16.0,140.0,95,20.0,42.0,True
152.0,16,90061.35,271.0,101.78,3027.63,42.0,463.0,29.75,22.0,192.0,130,22.0,71.0,True
25.0,0,3238.55,46.0,42.94,372.92,7.0,76.0,8.68,4.0,30.0,21,11.0,19.0,True
78.0,7,25571.05,138.0,67.96,1318.27,21.0,227.0,19.4,11.0,89.0,60,17.0,39.0,True
35.0,5,4401.18,52.0,39.13,415.0,9.0,83.0,10.61,5.0,31.0,25,13.0,19.0,True
12.0,1,124.57,10.0,19.93,49.83,5.0,15.0,2.5,3.0,5.0,9,5.0,5.0,True
19.0,0,1584.53,25.0,16.67,162.52,5.0,37.0,9.75,2.0,12.0,17,13.0,8.0,True
19.0,1,944.22,19.0,14.75,118.03,5.0,31.0,8.0,3.0,12.0,16,8.0,6.0,True
15.0,1,691.79,16.0,25.1,131.77,3.0,30.0,5.25,2.0,14.0,8,9.0,12.0,True
217.0,23,77990.66,345.0,143.73,3348.08,54.0,521.0,23.29,28.0,176.0,173,18.0,68.0,True
150.0,24,130658.97,270.0,60.0,2799.84,53.0,438.0,46.67,27.0,168.0,113,30.0,54.0,True
30.0,2,4498.32,48.0,29.12,361.93,5.0,77.0,12.43,3.0,29.0,26,12.0,14.0,True
15.0,1,1382.33,22.0,19.13,162.63,1.0,39.0,8.5,1.0,17.0,12,9.0,9.0,True
41.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,True
25.0,8,1890.85,29.0,24.93,217.13,5.0,48.0,8.71,3.0,19.0,15,11.0,12.0,True
15.0,1,6517.36,44.0,22.55,383.37,15.0,76.0,17.0,8.0,32.0,12,17.0,16.0,True
56.0,11,33184.0,132.0,50.98,1300.6,25.0,226.0,25.51,13.0,94.0,41,19.0,35.0,True
20.0,7,870.87,18.0,20.61,133.98,3.0,31.0,6.5,2.0,13.0,10,10.0,10.0,True
9.0,1,2194.79,26.0,14.78,180.09,3.0,41.0,12.19,2.0,15.0,6,13.0,8.0,True
145.0,58,123803.5,268.0,63.84,2811.39,49.0,441.0,44.04,25.0,173.0,81,28.0,55.0,True
34.0,13,4738.27,43.0,18.77,298.21,7.0,69.0,15.89,4.0,26.0,19,11.0,9.0,True
12.0,0,1554.11,24.0,21.51,182.84,1.0,41.0,8.5,1.0,17.0,10,11.0,11.0,True
24.0,3,5074.74,38.0,20.24,320.51,9.0,63.0,15.83,5.0,25.0,19,19.0,15.0,True
74.0,11,10932.56,77.0,52.0,753.97,11.0,135.0,14.5,6.0,58.0,45,16.0,32.0,True
