loc,lOBlank,e,total_Op,i,v,branchCount,n,d,v(g),total_Opnd,lOCode,uniq_Op,uniq_Opnd,defects
0.0,0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0,2.0,0.0,False
0.0,0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0,2.0,0.0,False
0.0,0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0,2.0,0.0,False
0.0,0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0,2.0,0.0,False
7.0,5,534.7,18.0,31.25,129.27,1.0,31.0,4.14,1.0,13.0,7,7.0,11.0,False
9.0,2,504.0,16.0,28.57,120.0,3.0,30.0,4.2,2.0,14.0,9,6.0,10.0,False
10.0,11,908.41,22.0,26.02,153.73,1.0,35.0,5.91,1.0,13.0,10,10.0,11.0,False
7.0,5,534.7,18.0,31.25,129.27,1.0,31.0,4.14,1.0,13.0,7,7.0,11.0,False
9.0,2,504.0,16.0,28.57,120.0,3.0,30.0,4.2,2.0,14.0,9,6.0,10.0,False
14.0,18,2548.14,42.0,46.18,343.02,1.0,68.0,7.43,1.0,26.0,14,12.0,21.0,False
11.0,7,2470.53,29.0,28.36,264.7,5.0,57.0,9.33,3.0,28.0,11,10.0,15.0,False
19.0,14,3740.65,41.0,27.48,320.63,9.0,66.0,11.67,5.0,25.0,17,14.0,15.0,False
0.0,0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0,2.0,0.0,False
0.0,0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0,2.0,0.0,False
14.0,9,2280.82,33.0,37.7,293.25,3.0,61.0,7.78,2.0,28.0,14,10.0,18.0,False
4.0,1,87.17,7.0,13.95,34.87,1.0,11.0,2.5,1.0,4.0,4,5.0,4.0,False
4.0,3,87.17,7.0,13.95,34.87,1.0,11.0,2.5,1.0,4.0,4,5.0,4.0,False
11.0,5,1064.0,24.0,21.71,152.0,1.0,38.0,7.0,1.0,14.0,10,8.0,8.0,False
0.0,0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0,2.0,0.0,False
6.0,0,507.65,10.0,11.42,76.15,3.0,20.0,6.67,2.0,10.0,6,8.0,6.0,False
0.0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,1.0,0.0,False
6.0,1,81.0,9.0,25.0,45.0,1.0,15.0,1.8,1.0,6.0,6,3.0,5.0,False
14.0,5,2138.11,33.0,25.22,232.19,3.0,50.0,9.21,2.0,17.0,14,13.0,12.0,False
17.0,1,6860.09,41.0,14.61,316.62,11.0,71.0,21.67,6.0,30.0,17,13.0,9.0,False
36.0,23,14063.19,92.0,55.33,882.1,13.0,154.0,15.94,7.0,62.0,35,18.0,35.0,False
49.0,30,21841.82,99.0,47.89,1022.69,18.0,168.0,21.36,10.0,69.0,43,26.0,42.0,False
0.0,0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0,2.0,0.0,False
40.0,16,22625.5,100.0,41.98,974.64,15.0,165.0,23.21,9.0,65.0,36,25.0,35.0,False
7.0,5,56.15,7.0,14.04,28.07,3.0,10.0,2.0,2.0,3.0,7,4.0,3.0,False
76.0,18,35879.48,132.0,56.74,1426.79,25.0,227.0,25.15,14.0,95.0,67,27.0,51.0,False
19.0,16,6067.0,52.0,37.81,478.97,3.0,90.0,12.67,2.0,38.0,18,16.0,24.0,False
15.0,7,1409.68,27.0,36.95,228.23,5.0,48.0,6.18,3.0,21.0,15,10.0,17.0,False
10.0,2,1539.78,18.0,13.12,142.13,5.0,31.0,10.83,3.0,13.0,10,15.0,9.0,False
10.0,11,1186.82,24.0,23.6,167.37,1.0,37.0,7.09,1.0,13.0,10,12.0,11.0,False
15.0,7,1409.68,27.0,36.95,228.23,5.0,48.0,6.18,3.0,21.0,15,10.0,17.0,False
10.0,2,1539.78,18.0,13.12,142.13,5.0,31.0,10.83,3.0,13.0,10,15.0,9.0,False
9.0,15,804.75,20.0,21.55,131.69,1.0,31.0,6.11,1.0,11.0,9,10.0,9.0,False
0.0,0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0,2.0,0.0,False
0.0,0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0,2.0,0.0,False
57.0,25,29696.99,125.0,59.57,1330.1,13.0,211.0,22.33,9.0,86.0,57,27.0,52.0,False
36.0,14,7423.67,67.0,51.55,618.64,17.0,112.0,12.0,9.0,45.0,28,16.0,30.0,False
0.0,0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0,2.0,0.0,False
9.0,1,562.59,16.0,15.63,93.77,1.0,24.0,6.0,1.0,8.0,9,9.0,6.0,False
8.0,4,140.0,10.0,12.6,42.0,1.0,14.0,3.33,1.0,4.0,7,5.0,3.0,False
14.0,7,702.84,22.0,31.45,148.68,3.0,35.0,4.73,2.0,13.0,14,8.0,11.0,False
4.0,0,188.21,8.0,15.36,53.77,1.0,15.0,3.5,1.0,7.0,4,6.0,6.0,False
36.0,3,12491.15,81.0,58.73,856.54,19.0,151.0,14.58,10.0,70.0,36,15.0,36.0,False
3.0,1,69.74,6.0,17.43,34.87,1.0,11.0,2.0,1.0,5.0,3,4.0,5.0,False
10.0,0,786.03,16.0,18.6,120.93,3.0,29.0,6.5,2.0,13.0,10,9.0,9.0,False
8.0,0,1911.12,24.0,19.43,192.72,3.0,41.0,9.92,2.0,17.0,8,14.0,12.0,False
0.0,0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0,2.0,0.0,False
0.0,0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0,2.0,0.0,False
0.0,0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0,2.0,0.0,False
51.0,28,32737.87,145.0,68.42,1496.59,27.0,245.0,21.88,14.0,100.0,51,21.0,48.0,False
0.0,0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0,2.0,0.0,False
0.0,0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0,2.0,0.0,False
0.0,0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0,2.0,0.0,False
0.0,0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0,2.0,0.0,False
0.0,0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0,2.0,0.0,False
7.0,6,480.69,16.0,27.25,114.45,1.0,28.0,4.2,1.0,12.0,7,7.0,10.0,False
18.0,7,7371.44,49.0,20.42,387.97,6.0,87.0,19.0,5.0,38.0,18,11.0,11.0,False
9.0,10,804.75,20.0,21.55,131.69,1.0,31.0,6.11,1.0,11.0,9,10.0,9.0,False
7.0,6,480.69,16.0,27.25,114.45,1.0,28.0,4.2,1.0,12.0,7,7.0,10.0,False
3.0,1,145.3,8.0,11.86,41.51,1.0,12.0,3.5,1.0,4.0,3,7.0,4.0,False
10.0,11,1186.82,24.0,23.6,167.37,1.0,37.0,7.09,1.0,13.0,10,12.0,11.0,False
35.0,22,13176.06,89.0,54.02,843.67,13.0,148.0,15.62,7.0,59.0,34,18.0,34.0,False
23.0,13,4423.57,51.0,44.98,446.07,11.0,85.0,9.92,6.0,34.0,22,14.0,24.0,False
0.0,0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0,2.0,0.0,False
0.0,0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0,2.0,0.0,False
0.0,0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0,2.0,0.0,False
63.0,31,56756.57,153.0,50.49,1692.74,16.0,267.0,33.53,11.0,114.0,63,30.0,51.0,False
22.0,7,2086.35,36.0,27.97,241.58,5.0,55.0,8.64,3.0,19.0,17,10.0,11.0,False
0.0,0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0,2.0,0.0,False
8.0,0,2568.63,24.0,17.84,214.05,5.0,48.0,12.0,3.0,24.0,8,11.0,11.0,False
142.0,8,481241.52,554.0,133.5,8015.42,143.0,1061.0,60.04,73.0,507.0,139,36.0,152.0,False
58.0,2,99019.72,268.0,89.69,2980.07,143.0,483.0,33.23,72.0,215.0,58,17.0,55.0,False
22.0,4,15993.34,65.0,15.66,500.5,27.0,102.0,31.95,14.0,37.0,21,19.0,11.0,False
29.0,1,20624.52,79.0,28.38,765.1,15.0,141.0,26.96,8.0,62.0,29,20.0,23.0,False
44.0,15,19400.82,108.0,72.17,1183.31,11.0,202.0,16.4,6.0,94.0,44,15.0,43.0,False
0.0,0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0,2.0,0.0,False
5.0,1,39.3,4.0,9.83,19.65,1.0,7.0,2.0,1.0,3.0,5,4.0,3.0,False
7.0,6,480.69,16.0,27.25,114.45,1.0,28.0,4.2,1.0,12.0,7,7.0,10.0,False
8.0,5,558.13,15.0,17.09,97.67,1.0,25.0,5.71,1.0,10.0,8,8.0,7.0,False
16.0,11,1972.97,33.0,30.24,244.27,1.0,54.0,8.08,1.0,21.0,16,10.0,13.0,False
7.0,6,480.69,16.0,27.25,114.45,1.0,28.0,4.2,1.0,12.0,7,7.0,10.0,False
8.0,5,558.13,15.0,17.09,97.67,1.0,25.0,5.71,1.0,10.0,8,8.0,7.0,False
9.0,10,804.75,20.0,21.55,131.69,1.0,31.0,6.11,1.0,11.0,9,10.0,9.0,False
0.0,0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0,2.0,0.0,False
0.0,0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0,2.0,0.0,False
3.0,1,762.02,20.0,18.44,118.54,1.0,29.0,6.43,1.0,9.0,3,10.0,7.0,False
3.0,0,12.0,3.0,5.33,8.0,1.0,4.0,1.5,1.0,1.0,3,3.0,1.0,False
23.0,7,6539.54,52.0,37.53,495.42,5.0,100.0,13.2,3.0,48.0,23,11.0,20.0,False
14.0,2,4084.22,33.0,18.15,272.28,3.0,63.0,15.0,2.0,30.0,14,10.0,10.0,False
3.0,0,17.41,3.0,7.74,11.61,1.0,5.0,1.5,1.0,2.0,3,3.0,2.0,False
0.0,0,23.22,4.0,5.8,11.61,1.0,5.0,2.0,1.0,1.0,0,4.0,1.0,False
27.0,2,15978.01,72.0,31.82,713.07,15.0,127.0,22.41,8.0,55.0,27,22.0,27.0,False
18.0,9,9667.76,53.0,27.19,512.67,9.0,97.0,18.86,5.0,44.0,18,18.0,21.0,False
53.0,48,31957.74,158.0,113.81,1907.11,5.0,296.0,16.76,3.0,138.0,51,17.0,70.0,False
253.0,17,582205.62,602.0,109.99,8002.45,51.0,1054.0,72.75,33.0,452.0,218,47.0,146.0,False
11.0,7,1243.98,25.0,26.32,180.94,3.0,40.0,6.87,2.0,15.0,11,11.0,12.0,False
10.0,7,931.41,21.0,28.4,162.63,1.0,39.0,5.73,1.0,18.0,10,7.0,11.0,False
17.0,11,2914.07,38.0,27.93,285.29,1.0,60.0,10.21,1.0,22.0,17,13.0,14.0,False
11.0,7,1243.98,25.0,26.32,180.94,3.0,40.0,6.87,2.0,15.0,11,11.0,12.0,False
10.0,7,931.41,21.0,28.4,162.63,1.0,39.0,5.73,1.0,18.0,10,7.0,11.0,False
15.0,14,1724.98,30.0,25.77,210.83,1.0,48.0,8.18,1.0,18.0,15,10.0,11.0,False
19.0,3,7881.04,78.0,67.09,727.12,5.0,134.0,10.84,3.0,56.0,19,12.0,31.0,False
28.0,10,13972.73,97.0,65.33,955.4,3.0,175.0,14.63,2.0,78.0,26,12.0,32.0,False
4.0,1,87.17,7.0,13.95,34.87,1.0,11.0,2.5,1.0,4.0,4,5.0,4.0,False
4.0,1,119.59,8.0,13.29,39.86,1.0,12.0,3.0,1.0,4.0,2,6.0,4.0,False
62.0,16,43359.38,145.0,66.95,1703.82,11.0,268.0,25.45,6.0,123.0,59,24.0,58.0,False
3.0,1,23.22,4.0,5.8,11.61,3.0,5.0,2.0,2.0,1.0,3,4.0,1.0,False
0.0,0,23.22,4.0,5.8,11.61,1.0,5.0,2.0,1.0,1.0,0,4.0,1.0,False
13.0,2,2395.81,26.0,20.13,219.62,5.0,50.0,10.91,3.0,24.0,13,10.0,11.0,False
16.0,10,16530.21,109.0,60.96,1003.86,3.0,185.0,16.47,2.0,76.0,16,13.0,30.0,False
5.0,2,186.03,8.0,8.54,39.86,1.0,12.0,4.67,1.0,4.0,5,7.0,3.0,False
15.0,2,2107.08,24.0,19.11,200.67,5.0,45.0,10.5,3.0,21.0,14,11.0,11.0,False
91.0,42,150993.43,235.0,44.12,2581.08,24.0,424.0,58.5,16.0,189.0,83,26.0,42.0,False
26.0,14,4917.61,49.0,43.17,460.75,9.0,86.0,10.67,5.0,37.0,26,15.0,26.0,False
11.0,11,772.6,23.0,49.83,196.21,1.0,44.0,3.94,1.0,21.0,10,6.0,16.0,False
16.0,12,2239.16,34.0,26.65,244.27,1.0,54.0,9.17,1.0,20.0,16,11.0,12.0,False
26.0,14,4917.61,49.0,43.17,460.75,9.0,86.0,10.67,5.0,37.0,26,15.0,26.0,False
11.0,13,811.7,23.0,46.01,193.26,1.0,44.0,4.2,1.0,21.0,10,6.0,15.0,False
17.0,11,2914.07,38.0,27.93,285.29,1.0,60.0,10.21,1.0,22.0,17,13.0,14.0,False
20.0,11,12054.49,65.0,31.49,616.12,17.0,115.0,19.57,9.0,50.0,20,18.0,23.0,False
23.0,3,9130.93,64.0,34.03,557.41,5.0,107.0,16.37,3.0,43.0,22,16.0,21.0,False
30.0,11,9420.58,71.0,50.36,688.77,13.0,124.0,13.68,7.0,53.0,29,16.0,31.0,False
29.0,9,20956.91,87.0,36.38,873.2,11.0,159.0,24.0,6.0,72.0,29,18.0,27.0,False
8.0,1,358.13,14.0,26.64,97.67,1.0,25.0,3.67,1.0,11.0,6,6.0,9.0,False
8.0,0,764.63,15.0,17.2,114.69,3.0,27.0,6.67,2.0,12.0,8,10.0,9.0,False
43.0,1,21613.73,101.0,50.81,1047.94,19.0,176.0,20.63,13.0,75.0,43,22.0,40.0,False
45.0,4,38870.09,122.0,47.52,1359.09,20.0,221.0,28.6,12.0,99.0,43,26.0,45.0,False
21.0,4,10742.56,50.0,15.74,411.2,15.0,83.0,26.13,8.0,33.0,20,19.0,12.0,False
3.0,0,189.35,10.0,21.04,63.12,1.0,19.0,3.0,1.0,9.0,3,4.0,6.0,False
33.0,13,4842.62,56.0,48.43,484.26,17.0,96.0,10.0,9.0,40.0,33,11.0,22.0,False
46.0,23,25462.18,99.0,41.03,1022.09,11.0,176.0,24.91,8.0,77.0,45,22.0,34.0,False
18.0,3,3204.9,43.0,40.56,360.55,11.0,75.0,8.89,6.0,32.0,15,10.0,18.0,False
45.0,1,10796.83,74.0,50.26,736.63,13.0,128.0,14.66,5.0,54.0,36,19.0,35.0,False
19.0,17,10572.26,64.0,38.3,636.29,3.0,118.0,16.62,2.0,54.0,16,16.0,26.0,False
8.0,8,665.58,19.0,30.56,142.62,1.0,33.0,4.67,1.0,14.0,8,8.0,12.0,False
5.0,2,161.94,8.0,11.52,43.19,1.0,13.0,3.75,1.0,5.0,4,6.0,4.0,False
11.0,11,1318.14,26.0,27.5,190.4,1.0,41.0,6.92,1.0,15.0,11,12.0,13.0,False
8.0,8,665.58,19.0,30.56,142.62,1.0,33.0,4.67,1.0,14.0,8,8.0,12.0,False
5.0,2,161.94,8.0,11.52,43.19,1.0,13.0,3.75,1.0,5.0,4,6.0,4.0,False
16.0,12,2239.16,34.0,26.65,244.27,1.0,54.0,9.17,1.0,20.0,16,11.0,12.0,False
19.0,12,13896.4,93.0,58.18,899.18,5.0,161.0,15.45,3.0,68.0,19,15.0,33.0,False
27.0,4,6817.14,67.0,45.16,554.88,5.0,110.0,12.29,3.0,43.0,27,12.0,21.0,False
10.0,3,1036.0,23.0,21.14,148.0,1.0,37.0,7.0,1.0,14.0,9,8.0,8.0,False
7.0,1,1120.04,23.0,27.56,175.69,3.0,40.0,6.38,2.0,17.0,7,9.0,12.0,False
17.0,0,3178.67,34.0,25.55,284.98,7.0,63.0,11.15,4.0,29.0,17,10.0,13.0,False
8.0,0,967.16,26.0,48.53,216.64,1.0,51.0,4.46,1.0,25.0,8,5.0,14.0,False
21.0,4,10742.56,50.0,15.74,411.2,15.0,83.0,26.13,8.0,33.0,20,19.0,12.0,False
13.0,1,3197.08,31.0,19.41,249.12,5.0,53.0,12.83,3.0,22.0,13,14.0,12.0,False
27.0,9,9743.56,65.0,34.52,579.97,12.0,105.0,16.8,8.0,40.0,25,21.0,25.0,False
14.0,22,6420.79,54.0,38.84,499.4,1.0,99.0,12.86,1.0,45.0,14,12.0,21.0,False
14.0,6,6345.71,36.0,15.86,317.29,9.0,66.0,20.0,5.0,30.0,12,16.0,12.0,False
28.0,14,5865.3,65.0,75.95,667.43,5.0,123.0,8.79,3.0,58.0,27,10.0,33.0,False
25.0,2,5596.62,51.0,43.77,494.94,11.0,93.0,11.31,6.0,42.0,18,14.0,26.0,False
19.0,5,10852.6,48.0,17.63,437.47,9.0,91.0,24.81,5.0,43.0,16,15.0,13.0,False
7.0,6,480.69,16.0,27.25,114.45,1.0,28.0,4.2,1.0,12.0,7,7.0,10.0,False
6.0,2,296.48,10.0,10.76,56.47,1.0,17.0,5.25,1.0,7.0,4,6.0,4.0,False
9.0,9,804.75,20.0,21.55,131.69,1.0,31.0,6.11,1.0,11.0,9,10.0,9.0,False
